credit_id,client_id,cycle,objet,montant,duree_mois,dti,date_debut,en_defaut
4516,1503,CYCLE_1,LOGEMENT,1868,12,0.345,2026-01-26,1
4517,1503,CYCLE_1,CONSOMMATION,1652,6,0.092,2025-10-10,0
4518,1503,CYCLE_3,LOGEMENT,3792,24,0.636,2023-07-26,0
4519,1504,CYCLE_3,LOGEMENT,6414,24,0.061,2025-10-18,0
4520,1505,CYCLE_2,LOGEMENT,7785,9,0.37,2024-11-18,1
4521,1505,CYCLE_1,MICRO_ENTREPRISE,3331,12,0.119,2023-10-11,0
4522,1506,CYCLE_2,CONSOMMATION,8875,6,0.266,2025-11-13,0
4523,1506,CYCLE_1,MICRO_ENTREPRISE,8620,6,0.205,2024-03-02,0
4524,1507,CYCLE_1,CONSOMMATION,8103,6,0.11,2024-06-21,0
4525,1507,CYCLE_3,MICRO_ENTREPRISE,5431,12,0.332,2023-07-05,0
4526,1508,CYCLE_1,SANTE,5014,12,0.265,2025-12-12,0
4527,1508,CYCLE_1,MICRO_ENTREPRISE,8263,6,0.181,2025-09-14,0
4528,1508,CYCLE_4,SANTE,22056,12,0.647,2025-07-29,0
4529,1508,CYCLE_3,MICRO_ENTREPRISE,13873,9,0.599,2026-01-19,0
4530,1508,CYCLE_2,EDUCATION,11840,6,0.311,2024-10-06,0
4531,1509,CYCLE_3,MICRO_ENTREPRISE,4970,18,0.125,2024-04-08,1
4532,1509,CYCLE_2,EDUCATION,1962,18,0.167,2024-02-01,1
4533,1509,CYCLE_3,SANTE,3064,24,0.575,2024-01-02,0
4534,1509,CYCLE_3,CONSOMMATION,4194,6,0.265,2025-07-12,1
4535,1510,CYCLE_1,LOGEMENT,10434,9,0.322,2024-08-03,0
4536,1510,CYCLE_2,EDUCATION,15603,6,0.725,2024-03-01,0
4537,1510,CYCLE_2,EDUCATION,16630,6,0.403,2023-09-20,0
4538,1510,CYCLE_1,CONSOMMATION,14879,12,0.328,2024-05-06,1
4539,1510,CYCLE_2,MICRO_ENTREPRISE,20646,9,0.502,2025-02-09,1
4540,1511,CYCLE_1,EDUCATION,10144,12,0.455,2023-12-10,1
4541,1511,CYCLE_1,SANTE,9461,24,0.303,2024-09-13,0
4542,1511,CYCLE_1,LOGEMENT,1915,6,0.359,2025-12-25,0
4543,1512,CYCLE_2,CONSOMMATION,4782,12,0.05,2023-05-24,0
4544,1512,CYCLE_1,EDUCATION,3208,18,0.172,2024-09-12,0
4545,1513,CYCLE_1,LOGEMENT,1720,9,1.017,2025-05-29,0
4546,1514,CYCLE_1,SANTE,3119,6,0.257,2024-02-25,0
4547,1515,CYCLE_3,LOGEMENT,3108,12,0.055,2024-02-08,0
4548,1515,CYCLE_1,SANTE,2318,6,0.196,2024-03-11,0
4549,1516,CYCLE_2,CONSOMMATION,4324,24,0.221,2024-04-04,0
4550,1517,CYCLE_2,LOGEMENT,1929,12,0.478,2024-01-04,1
4551,1517,CYCLE_1,CONSOMMATION,2017,24,0.196,2023-04-18,1
4552,1517,CYCLE_2,MICRO_ENTREPRISE,4021,12,0.302,2026-01-30,1
4553,1517,CYCLE_2,LOGEMENT,4428,12,0.844,2024-03-04,0
4554,1518,CYCLE_1,CONSOMMATION,928,6,0.746,2023-06-24,1
4555,1518,CYCLE_1,EDUCATION,1244,12,0.257,2023-06-26,0
4556,1519,CYCLE_3,CONSOMMATION,4484,24,0.365,2024-09-14,0
4557,1520,CYCLE_1,MICRO_ENTREPRISE,4007,12,0.404,2025-12-28,1
4558,1520,CYCLE_1,CONSOMMATION,2720,9,0.489,2025-05-25,1
4559,1520,CYCLE_1,MICRO_ENTREPRISE,6942,6,0.499,2025-04-09,1
4560,1521,CYCLE_1,SANTE,3886,12,0.377,2024-11-15,0
4561,1521,CYCLE_1,LOGEMENT,5639,24,0.567,2023-04-08,0
4562,1521,CYCLE_1,LOGEMENT,4283,12,0.05,2024-09-26,0
4563,1522,CYCLE_1,MICRO_ENTREPRISE,300,18,0.178,2024-04-13,0
4564,1523,CYCLE_4,EDUCATION,11777,9,0.345,2024-09-20,0
4565,1523,CYCLE_2,CONSOMMATION,6901,24,0.644,2025-02-18,0
4566,1523,CYCLE_3,LOGEMENT,7041,12,0.279,2024-10-22,0
4567,1524,CYCLE_1,MICRO_ENTREPRISE,300,12,0.648,2026-01-30,0
4568,1524,CYCLE_3,CONSOMMATION,653,24,0.817,2025-07-18,0
4569,1524,CYCLE_3,LOGEMENT,567,6,0.327,2026-01-07,1
4570,1525,CYCLE_1,SANTE,6807,6,0.23,2024-04-16,1
4571,1526,CYCLE_1,MICRO_ENTREPRISE,15864,9,0.432,2025-04-09,0
4572,1526,CYCLE_1,MICRO_ENTREPRISE,17383,6,0.343,2024-07-21,0
4573,1526,CYCLE_1,EDUCATION,10343,12,0.403,2025-01-28,0
4574,1527,CYCLE_1,MICRO_ENTREPRISE,300,6,0.808,2024-11-08,0
4575,1527,CYCLE_4,SANTE,23488,9,0.052,2025-08-23,1
4576,1527,CYCLE_1,MICRO_ENTREPRISE,10102,12,0.506,2024-04-15,0
4577,1528,CYCLE_1,EDUCATION,1612,6,0.102,2025-11-07,0
4578,1528,CYCLE_2,LOGEMENT,5140,9,0.717,2024-07-29,1
4579,1528,CYCLE_3,LOGEMENT,4946,24,0.316,2023-12-30,1
4580,1529,CYCLE_2,EDUCATION,3815,18,0.497,2024-09-06,0
4581,1529,CYCLE_3,EDUCATION,2964,24,0.347,2024-03-02,1
4582,1529,CYCLE_2,EDUCATION,3033,6,0.883,2025-01-02,1
4583,1529,CYCLE_2,CONSOMMATION,2107,12,0.163,2024-09-21,1
4584,1529,CYCLE_1,SANTE,1091,6,0.33,2025-07-19,0
4585,1530,CYCLE_3,EDUCATION,6325,24,0.153,2025-02-26,1
4586,1530,CYCLE_4,MICRO_ENTREPRISE,4488,18,0.377,2024-04-19,1
4587,1530,CYCLE_1,SANTE,3366,12,0.247,2024-10-26,1
4588,1531,CYCLE_3,LOGEMENT,9125,24,0.593,2024-10-16,0
4589,1531,CYCLE_2,EDUCATION,10208,18,0.641,2025-09-04,0
4590,1531,CYCLE_3,LOGEMENT,10918,9,0.192,2025-04-15,0
4591,1532,CYCLE_2,LOGEMENT,3275,9,0.562,2024-10-09,0
4592,1533,CYCLE_2,LOGEMENT,6832,9,0.328,2023-06-02,0
4593,1534,CYCLE_2,MICRO_ENTREPRISE,6136,9,0.451,2024-12-24,0
4594,1534,CYCLE_3,LOGEMENT,6382,18,0.271,2024-01-14,0
4595,1534,CYCLE_1,SANTE,5415,6,0.928,2024-05-04,0
4596,1535,CYCLE_1,EDUCATION,322,12,0.699,2023-09-08,0
4597,1535,CYCLE_3,LOGEMENT,775,24,0.206,2023-06-26,1
4598,1535,CYCLE_2,CONSOMMATION,862,6,0.398,2023-11-26,0
4599,1536,CYCLE_2,MICRO_ENTREPRISE,300,24,0.239,2024-08-10,0
4600,1536,CYCLE_2,MICRO_ENTREPRISE,300,12,0.226,2024-05-12,0
4601,1537,CYCLE_1,SANTE,3562,6,0.299,2024-09-20,0
4602,1537,CYCLE_1,EDUCATION,5733,6,0.463,2023-03-30,0
4603,1537,CYCLE_2,LOGEMENT,4096,24,0.198,2025-06-04,1
4604,1538,CYCLE_3,SANTE,5583,24,0.526,2026-02-11,0
4605,1538,CYCLE_2,MICRO_ENTREPRISE,3843,18,0.105,2023-03-08,0
4606,1538,CYCLE_3,EDUCATION,6763,24,0.146,2025-08-01,0
4607,1538,CYCLE_2,MICRO_ENTREPRISE,4845,6,0.569,2024-07-23,0
4608,1538,CYCLE_2,LOGEMENT,3373,12,0.453,2025-10-11,1
4609,1539,CYCLE_1,LOGEMENT,3563,12,0.345,2024-06-13,0
4610,1540,CYCLE_1,MICRO_ENTREPRISE,1916,9,0.404,2025-04-23,1
4611,1540,CYCLE_3,CONSOMMATION,3951,12,0.431,2023-07-09,0
4612,1540,CYCLE_1,CONSOMMATION,2593,9,0.152,2024-08-07,0
4613,1540,CYCLE_2,SANTE,3099,12,0.222,2023-12-08,0
4614,1541,CYCLE_1,CONSOMMATION,13568,12,0.153,2024-11-04,0
4615,1541,CYCLE_3,CONSOMMATION,16973,6,0.379,2025-09-06,0
4616,1541,CYCLE_2,CONSOMMATION,13855,12,0.472,2023-10-03,0
4617,1541,CYCLE_2,MICRO_ENTREPRISE,15284,18,0.286,2024-07-09,0
4618,1541,CYCLE_1,CONSOMMATION,9957,24,0.658,2024-09-22,0
4619,1542,CYCLE_4,SANTE,11372,6,0.382,2025-08-06,0
4620,1542,CYCLE_1,MICRO_ENTREPRISE,8648,9,0.083,2024-10-08,0
4621,1542,CYCLE_1,LOGEMENT,8343,18,0.216,2024-11-01,1
4622,1542,CYCLE_3,MICRO_ENTREPRISE,11696,6,0.35,2024-06-07,0
4623,1542,CYCLE_3,MICRO_ENTREPRISE,15292,9,0.234,2025-01-17,0
4624,1542,CYCLE_2,LOGEMENT,13724,9,0.271,2023-12-03,0
4625,1543,CYCLE_1,LOGEMENT,6530,24,0.308,2023-08-18,1
4626,1543,CYCLE_2,SANTE,9020,9,0.589,2024-03-02,0
4627,1543,CYCLE_4,SANTE,14060,18,0.504,2023-03-17,1
4628,1543,CYCLE_3,CONSOMMATION,12947,6,0.089,2025-01-28,0
4629,1543,CYCLE_3,LOGEMENT,12215,12,0.257,2024-04-28,0
4630,1543,CYCLE_1,MICRO_ENTREPRISE,10029,18,0.356,2023-09-24,0
4631,1544,CYCLE_1,MICRO_ENTREPRISE,3981,9,0.635,2024-03-02,1
4632,1544,CYCLE_4,LOGEMENT,6681,6,0.486,2024-09-17,1
4633,1544,CYCLE_2,CONSOMMATION,5475,9,0.355,2025-08-26,1
4634,1544,CYCLE_3,LOGEMENT,4160,12,0.228,2023-08-27,0
4635,1545,CYCLE_3,CONSOMMATION,6965,6,0.102,2024-04-11,0
4636,1545,CYCLE_1,LOGEMENT,3452,6,0.274,2023-12-03,0
4637,1546,CYCLE_3,SANTE,4582,18,0.643,2024-10-13,1
4638,1547,CYCLE_2,CONSOMMATION,449,6,0.522,2023-09-02,0
4639,1547,CYCLE_3,MICRO_ENTREPRISE,612,24,0.352,2024-05-13,1
4640,1547,CYCLE_1,LOGEMENT,477,6,0.171,2023-05-16,0
4641,1547,CYCLE_1,SANTE,300,24,0.476,2025-12-27,1
4642,1548,CYCLE_4,EDUCATION,15282,24,0.552,2024-04-10,1
4643,1548,CYCLE_2,MICRO_ENTREPRISE,11661,9,0.173,2025-11-30,0
4644,1548,CYCLE_3,LOGEMENT,10511,24,0.389,2025-06-18,1
4645,1549,CYCLE_2,MICRO_ENTREPRISE,6150,6,0.273,2025-08-18,0
4646,1549,CYCLE_2,MICRO_ENTREPRISE,6399,12,0.124,2023-12-24,0
4647,1549,CYCLE_2,MICRO_ENTREPRISE,7752,12,0.476,2024-03-14,0
4648,1549,CYCLE_2,CONSOMMATION,6778,9,0.21,2023-10-26,0
4649,1549,CYCLE_1,CONSOMMATION,1984,6,0.333,2024-11-30,0
4650,1549,CYCLE_1,CONSOMMATION,4821,6,0.862,2023-08-23,0
4651,1550,CYCLE_2,MICRO_ENTREPRISE,5441,6,0.504,2024-06-05,1
4652,1551,CYCLE_1,LOGEMENT,5952,18,0.165,2024-06-30,0
4653,1551,CYCLE_1,MICRO_ENTREPRISE,3185,18,0.816,2024-06-17,1
4654,1551,CYCLE_2,LOGEMENT,7468,9,0.44,2024-01-21,1
4655,1552,CYCLE_4,MICRO_ENTREPRISE,11947,18,0.184,2023-05-21,0
4656,1552,CYCLE_2,LOGEMENT,7729,6,0.513,2025-01-27,0
4657,1553,CYCLE_3,LOGEMENT,844,24,0.369,2025-07-23,0
4658,1553,CYCLE_2,EDUCATION,722,18,0.453,2024-11-26,0
4659,1553,CYCLE_1,CONSOMMATION,353,12,0.077,2024-01-31,0
4660,1554,CYCLE_1,MICRO_ENTREPRISE,4037,6,0.157,2025-12-11,0
4661,1555,CYCLE_3,LOGEMENT,6091,6,0.408,2025-02-04,0
4662,1556,CYCLE_4,MICRO_ENTREPRISE,18433,18,0.255,2024-02-10,0
4663,1557,CYCLE_1,CONSOMMATION,6009,9,0.314,2023-08-04,0
4664,1557,CYCLE_1,SANTE,5164,12,0.12,2026-01-16,1
4665,1558,CYCLE_1,CONSOMMATION,3388,24,0.078,2023-03-24,0
4666,1558,CYCLE_2,SANTE,8404,9,0.243,2023-04-11,0
4667,1558,CYCLE_1,EDUCATION,8039,6,0.415,2025-06-02,0
4668,1558,CYCLE_4,SANTE,13025,18,0.542,2025-11-22,0
4669,1558,CYCLE_2,SANTE,4820,6,0.461,2026-01-25,1
4670,1559,CYCLE_3,SANTE,13957,24,0.151,2023-09-01,0
4671,1560,CYCLE_2,LOGEMENT,3061,6,0.287,2025-04-04,0
4672,1561,CYCLE_2,MICRO_ENTREPRISE,3266,18,0.055,2025-05-28,0
4673,1561,CYCLE_1,LOGEMENT,2771,12,0.245,2024-08-30,0
4674,1561,CYCLE_1,EDUCATION,1363,9,0.47,2023-11-10,1
4675,1561,CYCLE_1,CONSOMMATION,1255,12,0.05,2023-10-02,0
4676,1561,CYCLE_4,EDUCATION,9247,12,0.065,2023-08-29,0
4677,1562,CYCLE_3,EDUCATION,10661,6,1.054,2023-06-27,1
4678,1562,CYCLE_4,MICRO_ENTREPRISE,6955,12,0.361,2024-09-18,1
4679,1562,CYCLE_2,CONSOMMATION,8122,9,0.519,2025-06-25,0
4680,1563,CYCLE_2,SANTE,3976,12,0.58,2025-01-17,0
4681,1564,CYCLE_3,SANTE,1471,12,0.667,2023-07-17,0
4682,1564,CYCLE_4,LOGEMENT,1855,18,0.461,2025-07-08,0
4683,1564,CYCLE_2,EDUCATION,1210,18,0.495,2024-05-05,0
4684,1565,CYCLE_2,LOGEMENT,2756,24,0.707,2024-07-02,0
4685,1565,CYCLE_4,MICRO_ENTREPRISE,9614,9,0.268,2023-10-24,0
4686,1565,CYCLE_4,CONSOMMATION,10744,6,0.214,2024-01-14,0
4687,1565,CYCLE_2,SANTE,7305,6,0.78,2024-09-09,1
4688,1566,CYCLE_1,EDUCATION,8490,12,0.621,2025-12-12,0
4689,1566,CYCLE_3,MICRO_ENTREPRISE,9953,6,0.346,2024-05-02,1
4690,1566,CYCLE_1,SANTE,6039,18,0.435,2023-11-24,1
4691,1567,CYCLE_2,SANTE,10692,6,0.162,2024-12-27,0
4692,1567,CYCLE_1,LOGEMENT,9336,12,0.466,2025-04-19,0
4693,1567,CYCLE_1,EDUCATION,6720,24,0.339,2025-02-08,0
4694,1568,CYCLE_1,MICRO_ENTREPRISE,5449,18,0.232,2024-04-02,0
4695,1568,CYCLE_3,CONSOMMATION,7577,18,0.184,2024-04-13,0
4696,1568,CYCLE_2,EDUCATION,5374,18,0.242,2026-01-15,0
4697,1568,CYCLE_1,LOGEMENT,3477,6,0.143,2025-11-30,0
4698,1569,CYCLE_2,MICRO_ENTREPRISE,4915,9,0.518,2026-01-13,0
4699,1569,CYCLE_1,SANTE,3078,6,0.544,2025-04-07,0
4700,1569,CYCLE_2,EDUCATION,5070,6,0.447,2023-05-10,1
4701,1569,CYCLE_1,EDUCATION,5506,18,0.574,2023-08-17,0
4702,1569,CYCLE_3,EDUCATION,8280,24,0.565,2025-04-06,0
4703,1570,CYCLE_2,MICRO_ENTREPRISE,4370,6,0.309,2023-12-22,1
4704,1570,CYCLE_2,LOGEMENT,5394,9,0.312,2025-11-18,1
4705,1570,CYCLE_4,LOGEMENT,8421,18,0.613,2023-11-05,0
4706,1570,CYCLE_2,LOGEMENT,5018,24,0.348,2025-11-26,0
4707,1571,CYCLE_1,MICRO_ENTREPRISE,4574,24,0.076,2026-01-10,0
4708,1571,CYCLE_1,CONSOMMATION,5327,24,0.154,2023-04-04,1
4709,1571,CYCLE_1,CONSOMMATION,4116,9,0.475,2026-02-02,0
4710,1572,CYCLE_1,MICRO_ENTREPRISE,1933,12,0.384,2025-05-25,0
4711,1572,CYCLE_1,SANTE,641,12,0.226,2024-11-23,1
4712,1572,CYCLE_2,LOGEMENT,3172,6,0.154,2024-08-07,0
4713,1572,CYCLE_3,LOGEMENT,3988,12,0.219,2023-10-11,1
4714,1572,CYCLE_1,CONSOMMATION,1540,6,0.501,2024-02-04,0
4715,1573,CYCLE_1,SANTE,4311,18,0.05,2025-01-14,0
4716,1573,CYCLE_1,EDUCATION,3347,12,0.49,2025-02-11,0
4717,1573,CYCLE_3,SANTE,7700,6,0.05,2025-01-27,0
4718,1573,CYCLE_1,MICRO_ENTREPRISE,5413,6,0.082,2023-09-17,1
4719,1573,CYCLE_1,SANTE,3521,12,0.467,2025-08-08,1
4720,1573,CYCLE_1,CONSOMMATION,4862,24,0.313,2024-12-22,1
4721,1573,CYCLE_2,EDUCATION,5903,6,0.133,2024-11-06,1
4722,1574,CYCLE_1,MICRO_ENTREPRISE,2437,24,0.602,2026-01-18,0
4723,1574,CYCLE_1,MICRO_ENTREPRISE,4744,9,0.404,2024-07-11,1
4724,1574,CYCLE_1,MICRO_ENTREPRISE,1692,12,0.505,2024-11-16,0
4725,1575,CYCLE_2,MICRO_ENTREPRISE,4820,18,0.412,2023-12-13,0
4726,1575,CYCLE_2,LOGEMENT,6867,9,0.609,2023-12-23,0
4727,1575,CYCLE_1,CONSOMMATION,7325,18,0.086,2025-02-20,1
4728,1575,CYCLE_1,LOGEMENT,6118,12,0.352,2023-03-01,0
4729,1575,CYCLE_2,MICRO_ENTREPRISE,6432,12,0.542,2023-08-16,0
4730,1576,CYCLE_1,SANTE,9148,24,0.137,2024-05-01,0
4731,1576,CYCLE_3,EDUCATION,23554,9,0.257,2023-05-31,0
4732,1576,CYCLE_3,LOGEMENT,22360,12,0.691,2025-11-23,0
4733,1576,CYCLE_4,LOGEMENT,25000,9,0.248,2023-05-07,0
4734,1576,CYCLE_1,LOGEMENT,12389,12,0.194,2025-10-28,0
4735,1577,CYCLE_2,CONSOMMATION,2453,12,0.46,2026-02-15,0
4736,1577,CYCLE_1,SANTE,1351,9,0.467,2024-08-31,1
4737,1578,CYCLE_2,LOGEMENT,7044,12,0.431,2023-10-18,0
4738,1578,CYCLE_1,MICRO_ENTREPRISE,5457,12,0.343,2025-01-06,0
4739,1578,CYCLE_2,EDUCATION,5927,6,0.194,2025-06-07,1
4740,1578,CYCLE_1,CONSOMMATION,2973,24,0.436,2023-06-01,0
4741,1578,CYCLE_2,MICRO_ENTREPRISE,6849,18,0.278,2023-04-03,0
4742,1578,CYCLE_1,MICRO_ENTREPRISE,4082,12,0.428,2024-09-16,0
4743,1578,CYCLE_1,EDUCATION,3349,18,0.05,2024-07-13,0
4744,1578,CYCLE_2,LOGEMENT,6025,12,0.277,2025-11-28,0
4745,1579,CYCLE_1,CONSOMMATION,6678,9,0.064,2025-05-10,0
4746,1579,CYCLE_1,CONSOMMATION,2837,6,0.16,2025-12-12,0
4747,1580,CYCLE_1,LOGEMENT,1243,24,0.542,2023-05-05,0
4748,1581,CYCLE_3,EDUCATION,1049,24,0.085,2023-04-21,0
4749,1581,CYCLE_1,SANTE,300,18,0.48,2023-04-04,0
4750,1582,CYCLE_3,EDUCATION,5066,18,0.964,2023-10-18,0
4751,1582,CYCLE_2,SANTE,8113,24,0.304,2025-03-16,0
4752,1582,CYCLE_3,CONSOMMATION,7273,18,0.285,2026-01-19,0
4753,1582,CYCLE_2,SANTE,3799,6,0.87,2023-11-27,1
4754,1583,CYCLE_1,SANTE,424,12,0.54,2023-09-10,1
4755,1583,CYCLE_3,LOGEMENT,531,9,0.334,2023-06-06,0
4756,1584,CYCLE_1,CONSOMMATION,1873,18,0.295,2024-06-18,1
4757,1584,CYCLE_2,MICRO_ENTREPRISE,4517,9,0.107,2023-12-10,0
4758,1584,CYCLE_3,CONSOMMATION,8412,18,0.421,2024-07-04,0
4759,1585,CYCLE_1,SANTE,1774,9,0.336,2025-02-12,1
4760,1585,CYCLE_2,EDUCATION,6321,6,0.174,2025-12-19,0
4761,1586,CYCLE_1,CONSOMMATION,3025,18,0.147,2023-12-23,1
4762,1586,CYCLE_1,LOGEMENT,5272,9,0.454,2023-08-29,0
4763,1586,CYCLE_1,LOGEMENT,5199,24,0.303,2024-12-15,0
4764,1587,CYCLE_4,MICRO_ENTREPRISE,6732,12,0.076,2023-04-06,1
4765,1588,CYCLE_2,MICRO_ENTREPRISE,1828,9,0.192,2025-09-19,0
4766,1588,CYCLE_1,LOGEMENT,2374,18,0.176,2024-06-05,0
4767,1588,CYCLE_3,SANTE,3871,12,0.453,2024-02-11,0
4768,1588,CYCLE_3,LOGEMENT,5209,12,0.053,2025-08-03,0
4769,1588,CYCLE_1,CONSOMMATION,3255,24,0.939,2026-02-03,0
4770,1588,CYCLE_1,EDUCATION,4188,6,0.247,2023-09-03,0
4771,1588,CYCLE_2,EDUCATION,4057,9,0.246,2024-01-28,1
4772,1588,CYCLE_2,MICRO_ENTREPRISE,1628,9,0.213,2024-11-03,0
4773,1589,CYCLE_4,MICRO_ENTREPRISE,6417,6,0.444,2025-05-25,1
4774,1589,CYCLE_1,MICRO_ENTREPRISE,2373,18,0.451,2025-10-25,0
4775,1589,CYCLE_2,SANTE,5339,18,0.511,2026-02-06,1
4776,1590,CYCLE_2,CONSOMMATION,3192,12,0.647,2023-07-08,0
4777,1590,CYCLE_1,SANTE,3268,12,0.491,2025-04-01,0
4778,1590,CYCLE_1,MICRO_ENTREPRISE,1747,18,0.283,2023-11-06,1
4779,1590,CYCLE_2,SANTE,2448,6,0.636,2023-04-19,0
4780,1590,CYCLE_1,LOGEMENT,3592,9,0.087,2023-12-29,1
4781,1591,CYCLE_2,SANTE,7645,18,0.482,2023-08-31,1
4782,1592,CYCLE_2,MICRO_ENTREPRISE,4184,12,0.776,2023-12-28,0
4783,1592,CYCLE_3,EDUCATION,4473,9,0.374,2024-10-03,0
4784,1592,CYCLE_3,EDUCATION,3538,18,0.415,2025-10-17,0
4785,1592,CYCLE_3,MICRO_ENTREPRISE,4060,24,0.165,2024-08-14,0
4786,1593,CYCLE_1,EDUCATION,622,9,0.449,2024-08-22,0
4787,1594,CYCLE_1,LOGEMENT,1199,18,0.491,2023-10-21,0
4788,1594,CYCLE_4,MICRO_ENTREPRISE,11528,24,0.636,2025-05-08,0
4789,1595,CYCLE_1,CONSOMMATION,2177,6,0.62,2024-10-23,0
4790,1595,CYCLE_1,EDUCATION,3705,18,0.358,2023-11-24,0
4791,1595,CYCLE_3,SANTE,7415,9,0.128,2023-04-06,1
4792,1595,CYCLE_4,LOGEMENT,7137,18,0.536,2025-09-14,0
4793,1596,CYCLE_2,MICRO_ENTREPRISE,2318,12,0.223,2025-11-21,0
4794,1596,CYCLE_3,EDUCATION,2817,12,0.239,2023-12-10,1
4795,1597,CYCLE_1,MICRO_ENTREPRISE,2278,12,0.701,2025-08-06,0
4796,1597,CYCLE_1,CONSOMMATION,2843,9,0.635,2025-10-31,0
4797,1598,CYCLE_2,SANTE,5239,24,0.443,2025-03-17,1
4798,1598,CYCLE_1,EDUCATION,2540,9,0.39,2024-03-12,0
4799,1598,CYCLE_1,CONSOMMATION,4421,9,0.242,2024-08-11,0
4800,1598,CYCLE_4,SANTE,8402,9,0.173,2023-09-10,0
4801,1598,CYCLE_4,SANTE,11208,24,0.488,2024-09-26,0
4802,1599,CYCLE_1,EDUCATION,688,9,0.209,2025-10-06,0
4803,1599,CYCLE_2,CONSOMMATION,556,24,0.05,2024-08-24,0
4804,1599,CYCLE_2,CONSOMMATION,926,6,0.675,2025-12-14,0
4805,1600,CYCLE_2,CONSOMMATION,12888,9,0.107,2026-01-19,0
4806,1600,CYCLE_2,MICRO_ENTREPRISE,11182,6,0.575,2024-01-21,0
4807,1601,CYCLE_4,SANTE,4565,24,0.352,2024-02-23,1
4808,1601,CYCLE_1,LOGEMENT,2304,12,0.255,2023-10-12,0
4809,1601,CYCLE_1,MICRO_ENTREPRISE,2845,9,0.35,2023-11-13,1
4810,1602,CYCLE_1,LOGEMENT,1910,24,0.423,2023-10-16,0
4811,1602,CYCLE_2,CONSOMMATION,2893,12,0.128,2025-11-14,0
4812,1602,CYCLE_2,CONSOMMATION,3562,24,0.406,2026-02-04,0
4813,1603,CYCLE_1,LOGEMENT,6217,24,0.182,2025-01-11,1
4814,1603,CYCLE_2,LOGEMENT,6257,6,0.371,2024-02-11,0
4815,1603,CYCLE_1,CONSOMMATION,6740,12,0.249,2026-02-14,1
4816,1603,CYCLE_1,CONSOMMATION,2955,12,0.413,2025-10-07,0
4817,1603,CYCLE_4,EDUCATION,17515,6,0.56,2023-12-16,0
4818,1603,CYCLE_2,SANTE,6735,18,0.265,2025-05-15,0
4819,1604,CYCLE_2,SANTE,5461,12,0.207,2025-09-18,0
4820,1605,CYCLE_2,LOGEMENT,1238,6,0.827,2025-09-25,1
4821,1605,CYCLE_1,SANTE,1686,12,0.346,2023-11-21,0
4822,1605,CYCLE_1,MICRO_ENTREPRISE,1748,18,0.077,2023-02-26,0
4823,1605,CYCLE_3,SANTE,2159,24,0.05,2024-05-15,0
4824,1605,CYCLE_2,LOGEMENT,4461,9,0.096,2024-09-10,1
4825,1606,CYCLE_1,CONSOMMATION,3384,24,0.253,2025-02-28,0
4826,1606,CYCLE_1,SANTE,6086,6,0.258,2026-02-01,0
4827,1606,CYCLE_3,SANTE,4733,24,0.331,2026-02-05,0
4828,1606,CYCLE_3,SANTE,7461,6,0.278,2024-02-03,0
4829,1607,CYCLE_3,EDUCATION,6932,18,0.504,2024-08-26,1
4830,1607,CYCLE_1,LOGEMENT,6194,12,0.155,2024-02-09,1
4831,1607,CYCLE_3,CONSOMMATION,7870,12,0.288,2023-09-12,0
4832,1607,CYCLE_1,EDUCATION,3934,18,0.562,2024-02-11,0
4833,1608,CYCLE_1,LOGEMENT,15760,24,0.401,2024-12-12,1
4834,1609,CYCLE_2,LOGEMENT,5101,24,0.336,2024-12-18,0
4835,1609,CYCLE_2,LOGEMENT,4033,12,0.223,2023-07-09,0
4836,1609,CYCLE_1,CONSOMMATION,2272,6,0.207,2025-04-22,0
4837,1610,CYCLE_1,EDUCATION,2079,18,0.297,2024-08-20,0
4838,1610,CYCLE_2,CONSOMMATION,4345,12,0.623,2023-04-18,0
4839,1610,CYCLE_2,EDUCATION,7201,24,0.5,2025-02-22,0
4840,1610,CYCLE_2,EDUCATION,5375,9,0.41,2024-11-01,0
4841,1610,CYCLE_2,SANTE,4245,9,0.068,2023-07-16,1
4842,1611,CYCLE_2,EDUCATION,6940,6,0.351,2023-05-11,0
4843,1611,CYCLE_2,LOGEMENT,6125,24,0.371,2025-06-29,0
4844,1611,CYCLE_4,MICRO_ENTREPRISE,10708,12,0.311,2025-02-06,0
4845,1611,CYCLE_4,SANTE,9263,6,0.436,2023-05-05,0
4846,1612,CYCLE_1,LOGEMENT,300,18,0.578,2025-04-28,1
4847,1612,CYCLE_1,EDUCATION,300,24,0.755,2023-12-12,1
4848,1613,CYCLE_1,EDUCATION,10016,9,0.223,2024-10-20,0
4849,1613,CYCLE_3,CONSOMMATION,12949,9,0.094,2025-09-24,0
4850,1613,CYCLE_3,MICRO_ENTREPRISE,15100,9,0.383,2025-04-07,0
4851,1613,CYCLE_2,EDUCATION,5432,12,0.368,2023-08-30,1
4852,1613,CYCLE_1,MICRO_ENTREPRISE,10330,18,0.428,2025-04-19,0
4853,1613,CYCLE_4,CONSOMMATION,13408,9,0.522,2023-10-28,1
4854,1613,CYCLE_1,LOGEMENT,6541,18,0.323,2023-12-31,0
4855,1614,CYCLE_3,CONSOMMATION,1109,24,0.414,2024-10-08,1
4856,1614,CYCLE_1,MICRO_ENTREPRISE,388,12,0.681,2023-04-24,1
4857,1614,CYCLE_1,CONSOMMATION,364,6,0.165,2023-07-27,0
