relation_id,source_client_id,target_client_id,type_relation,risk_relation
5532,2281,2378,FAMILLE,14
5533,2740,297,GARANT,5
5534,3613,3249,FAMILLE,46
5535,4718,3213,FAMILLE,20
5536,1295,249,FAMILLE,13
5537,4190,1319,GARANT,11
5538,816,2724,GARANT,78
5539,738,2612,GARANT,16
5540,3190,4693,GARANT,6
5541,736,254,BUSINESS,75
5542,453,4720,GARANT,78
5543,3951,3174,FAMILLE,77
5544,1070,710,FAMILLE,44
5545,4217,1213,BUSINESS,43
5546,533,4509,FAMILLE,28
5547,1142,2800,FAMILLE,32
5548,1444,2301,FAMILLE,75
5549,3289,119,FAMILLE,18
5550,2593,1402,FAMILLE,53
5551,541,586,FAMILLE,31
5552,4380,3235,FAMILLE,26
5553,2324,3994,BUSINESS,39
5554,3994,567,GARANT,87
5555,2629,3499,FAMILLE,11
5556,477,29,FAMILLE,76
5557,1030,361,BUSINESS,52
5558,3047,3355,BUSINESS,43
5559,305,4965,GARANT,99
5560,3142,2108,GARANT,30
5561,2620,1486,GARANT,88
5562,2135,1477,BUSINESS,31
5563,3687,3352,GARANT,99
5564,4479,2439,FAMILLE,11
5565,1685,36,FAMILLE,41
5566,4812,2832,GARANT,93
5567,3827,3994,GARANT,70
5568,2003,1650,GARANT,91
5569,2495,1261,BUSINESS,36
5570,2093,4436,FAMILLE,36
5571,83,2964,FAMILLE,33
5572,2261,587,GARANT,91
5573,1249,819,GARANT,9
5574,795,54,GARANT,8
5575,4125,1894,GARANT,95
5576,430,1471,GARANT,69
5577,205,1907,GARANT,38
5578,318,1868,FAMILLE,80
5579,1642,2130,BUSINESS,78
5580,1893,4731,FAMILLE,19
5581,3399,3660,BUSINESS,29
5582,3837,3142,GARANT,79
5583,2332,1033,GARANT,75
5584,622,1695,BUSINESS,67
5585,4118,1117,GARANT,90
5586,1191,3666,GARANT,56
5587,421,3585,FAMILLE,46
5588,4953,1731,BUSINESS,12
5589,899,77,GARANT,43
5590,2064,2612,FAMILLE,21
5591,353,3639,GARANT,16
5592,852,4486,FAMILLE,26
5593,4193,2933,FAMILLE,24
5594,429,341,BUSINESS,44
5595,4719,957,FAMILLE,45
5596,3639,3078,GARANT,95
5597,3049,1144,BUSINESS,60
5598,3167,1666,FAMILLE,10
5599,4457,1399,BUSINESS,50
5600,3809,2302,FAMILLE,33
5601,4644,26,FAMILLE,54
5602,1111,3650,GARANT,11
5603,2442,2611,FAMILLE,52
5604,2567,4649,GARANT,17
5605,362,3852,BUSINESS,16
5606,1913,1235,BUSINESS,62
5607,3180,779,BUSINESS,5
5608,3260,2194,FAMILLE,41
5609,4007,1864,FAMILLE,46
5610,665,1182,FAMILLE,51
5611,319,2104,GARANT,61
5612,53,4494,GARANT,43
5613,625,4312,GARANT,14
5614,1174,2089,GARANT,53
5615,788,2412,FAMILLE,70
5616,2154,1419,FAMILLE,16
5617,713,3019,GARANT,88
5618,2946,3512,FAMILLE,20
5619,3947,3415,GARANT,87
5620,2775,2267,GARANT,35
5621,227,327,GARANT,55
5622,3620,3321,FAMILLE,45
5623,2876,1450,GARANT,87
5624,647,909,GARANT,73
5625,2505,3049,BUSINESS,5
5626,2853,657,FAMILLE,70
5627,1021,4653,GARANT,86
5628,906,3776,GARANT,78
5629,794,4887,GARANT,81
5630,2308,833,FAMILLE,33
5631,3933,3184,FAMILLE,24
5632,3053,4790,FAMILLE,78
5633,4937,3135,FAMILLE,31
5634,726,369,BUSINESS,23
5635,2246,4530,GARANT,37
5636,2455,4887,BUSINESS,66
5637,2463,4320,FAMILLE,28
5638,286,3273,FAMILLE,46
5639,1251,3470,GARANT,98
5640,659,2585,FAMILLE,38
5641,4895,1022,FAMILLE,79
5642,3912,3422,GARANT,87
5643,1511,3904,FAMILLE,51
5644,1324,2145,FAMILLE,30
5645,3491,3429,FAMILLE,31
5646,3911,628,FAMILLE,59
5647,2118,3774,BUSINESS,38
5648,1509,4157,GARANT,71
5649,3792,4458,BUSINESS,36
5650,2459,1909,FAMILLE,21
5651,1956,4380,BUSINESS,38
5652,4977,4678,FAMILLE,15
5653,4842,3780,FAMILLE,36
5654,2692,947,FAMILLE,70
5655,2135,2940,FAMILLE,23
5656,1233,2535,BUSINESS,41
5657,1909,2540,GARANT,56
5658,4771,4911,FAMILLE,49
5659,969,2585,GARANT,70
5660,4487,3536,FAMILLE,60
5661,3712,209,FAMILLE,38
5662,822,3011,FAMILLE,48
5663,1391,4361,FAMILLE,15
5664,3739,1792,FAMILLE,62
5665,754,659,GARANT,85
5666,3591,3856,GARANT,62
5667,2864,3606,BUSINESS,8
5668,199,894,BUSINESS,28
5669,4681,473,FAMILLE,63
5670,219,286,BUSINESS,30
5671,3378,882,BUSINESS,68
5672,4219,3375,GARANT,12
5673,2064,1318,GARANT,14
5674,1790,635,FAMILLE,10
5675,3359,4312,GARANT,78
5676,2468,3944,FAMILLE,80
5677,4086,4254,FAMILLE,25
5678,4570,504,FAMILLE,65
5679,828,4256,BUSINESS,9
5680,720,4378,BUSINESS,18
5681,4686,4421,FAMILLE,23
5682,2283,1363,FAMILLE,56
5683,2501,4958,BUSINESS,63
5684,3895,167,GARANT,76
5685,4987,4207,BUSINESS,52
5686,4618,2604,FAMILLE,26
5687,2120,1207,GARANT,75
5688,4707,4853,GARANT,92
5689,146,1281,GARANT,45
5690,1631,4900,BUSINESS,23
5691,4396,2525,GARANT,50
5692,1579,4965,BUSINESS,77
5693,176,550,FAMILLE,62
5694,3195,1916,GARANT,40
5695,387,477,BUSINESS,63
5696,2787,1697,FAMILLE,34
5697,483,3919,GARANT,56
5698,4552,4113,FAMILLE,20
5699,4497,2443,GARANT,27
5700,1807,3858,FAMILLE,15
5701,2787,102,BUSINESS,7
5702,2585,1209,BUSINESS,5
5703,3251,1079,GARANT,70
5704,3963,4498,BUSINESS,78
5705,2287,4790,FAMILLE,5
5706,3194,1200,FAMILLE,18
5707,1309,2313,FAMILLE,64
5708,1933,297,FAMILLE,71
5709,3545,4568,GARANT,97
5710,1167,4334,GARANT,79
5711,3770,2320,BUSINESS,5
5712,3,3073,GARANT,90
5713,668,2083,FAMILLE,21
5714,4747,4986,GARANT,96
5715,544,2636,FAMILLE,46
5716,3425,4238,BUSINESS,54
5717,3785,4519,FAMILLE,25
5718,2273,928,FAMILLE,29
5719,2950,834,GARANT,95
5720,3276,4567,FAMILLE,12
5721,3401,897,FAMILLE,61
5722,3769,2780,GARANT,45
5723,309,2548,GARANT,73
5724,47,329,GARANT,42
5725,2822,2507,FAMILLE,72
5726,3171,4738,GARANT,7
5727,3289,2926,FAMILLE,52
5728,3837,4834,BUSINESS,9
5729,142,1914,GARANT,49
5730,540,4028,FAMILLE,13
5731,1799,1272,FAMILLE,35
5732,3881,3258,BUSINESS,14
5733,4003,2440,GARANT,71
5734,788,4425,FAMILLE,54
5735,2264,3610,FAMILLE,80
5736,1322,2181,BUSINESS,70
5737,1275,4008,FAMILLE,51
5738,1445,236,GARANT,94
5739,4977,2949,BUSINESS,17
5740,1382,225,BUSINESS,23
5741,3573,2966,BUSINESS,55
5742,750,617,FAMILLE,26
5743,1156,2176,BUSINESS,6
5744,4941,1030,BUSINESS,34
5745,1475,3165,FAMILLE,66
5746,1669,3207,GARANT,90
5747,1763,4095,GARANT,91
5748,4938,4168,GARANT,46
5749,2233,4883,GARANT,89
5750,359,5000,FAMILLE,66
5751,1286,1260,FAMILLE,33
5752,2247,2599,FAMILLE,49
5753,4397,4642,GARANT,80
5754,4582,3423,GARANT,71
5755,137,2783,FAMILLE,31
5756,1250,875,GARANT,79
5757,208,534,GARANT,76
5758,198,792,GARANT,90
5759,2139,2727,FAMILLE,35
5760,3218,4601,GARANT,84
5761,3485,4553,GARANT,10
5762,2177,502,FAMILLE,54
5763,571,4508,BUSINESS,74
5764,4035,581,GARANT,72
5765,2822,729,FAMILLE,34
5766,4971,706,GARANT,40
5767,2765,2720,BUSINESS,53
5768,382,2567,BUSINESS,12
5769,313,1264,BUSINESS,44
5770,1444,2533,BUSINESS,46
5771,3605,1921,FAMILLE,59
5772,1463,2957,FAMILLE,17
5773,4991,4176,GARANT,83
5774,3096,361,FAMILLE,42
5775,1607,2495,FAMILLE,68
5776,551,2636,FAMILLE,37
5777,2061,660,GARANT,31
5778,3269,4941,GARANT,80
5779,2840,2227,GARANT,87
5780,4120,860,GARANT,83
5781,3003,4625,BUSINESS,9
5782,2304,4138,GARANT,89
5783,2966,297,BUSINESS,56
5784,4147,3497,GARANT,77
5785,2459,803,FAMILLE,65
5786,2829,1566,GARANT,97
5787,4548,1918,FAMILLE,42
5788,4103,4804,FAMILLE,67
5789,1682,4149,GARANT,59
5790,2484,1233,BUSINESS,6
5791,1485,796,GARANT,53
5792,4265,2580,FAMILLE,49
5793,220,64,GARANT,63
5794,2742,869,GARANT,96
5795,1335,505,GARANT,79
5796,4157,3853,GARANT,80
5797,3518,2515,BUSINESS,46
5798,698,2691,BUSINESS,45
5799,4658,2353,GARANT,92
5800,4619,3285,FAMILLE,43
5801,671,3880,FAMILLE,24
5802,1312,4702,FAMILLE,61
5803,4820,4411,GARANT,90
5804,3607,468,BUSINESS,36
5805,1405,616,BUSINESS,70
5806,752,3186,GARANT,23
5807,2491,442,FAMILLE,72
5808,1150,3217,FAMILLE,19
5809,2941,229,FAMILLE,76
5810,1190,4276,FAMILLE,73
5811,1497,14,BUSINESS,23
5812,2530,1104,FAMILLE,28
5813,1193,2223,FAMILLE,10
5814,887,1196,BUSINESS,49
5815,3318,2131,BUSINESS,5
5816,413,4299,BUSINESS,74
5817,195,4108,BUSINESS,79
5818,2536,4760,FAMILLE,27
5819,607,1231,BUSINESS,12
5820,3601,3968,GARANT,89
5821,360,1801,GARANT,62
5822,842,3853,FAMILLE,79
5823,4694,1793,FAMILLE,70
5824,4096,4383,FAMILLE,55
5825,4784,283,BUSINESS,63
5826,502,4121,GARANT,94
5827,1977,353,BUSINESS,73
5828,4849,1687,GARANT,86
5829,2280,1045,BUSINESS,74
5830,4351,1365,FAMILLE,5
5831,3672,2170,GARANT,68
5832,3832,3194,GARANT,79
5833,720,731,BUSINESS,29
5834,4994,4458,BUSINESS,74
5835,4117,1777,BUSINESS,20
5836,1822,4119,BUSINESS,33
5837,3476,898,GARANT,13
5838,3397,2364,BUSINESS,36
5839,2471,1592,GARANT,64
5840,4476,1867,FAMILLE,50
5841,1297,815,FAMILLE,25
5842,3829,2883,FAMILLE,78
5843,576,3504,FAMILLE,17
5844,2160,68,GARANT,100
5845,3161,394,FAMILLE,67
5846,2214,4664,GARANT,70
5847,3265,4508,BUSINESS,8
5848,1023,780,GARANT,24
5849,2577,3761,GARANT,93
5850,2259,490,BUSINESS,25
5851,2078,927,BUSINESS,45
5852,3139,1082,BUSINESS,34
5853,4590,2517,FAMILLE,34
5854,1135,267,FAMILLE,62
5855,455,3937,FAMILLE,42
5856,3830,3697,FAMILLE,54
5857,3930,123,BUSINESS,80
5858,2745,2051,BUSINESS,65
5859,4733,78,FAMILLE,52
5860,989,136,FAMILLE,37
5861,1183,3588,GARANT,92
5862,2477,1418,GARANT,70
5863,405,4124,FAMILLE,27
5864,4949,568,FAMILLE,29
5865,4876,639,GARANT,87
5866,4069,104,FAMILLE,55
5867,4028,4227,FAMILLE,9
5868,3747,3240,BUSINESS,80
5869,3211,117,GARANT,72
5870,4093,4806,GARANT,76
5871,2181,418,FAMILLE,5
5872,4369,87,GARANT,88
5873,2105,4373,BUSINESS,41
5874,2504,2206,GARANT,56
5875,1999,3372,BUSINESS,32
5876,2201,104,FAMILLE,44
5877,462,4263,FAMILLE,72
5878,931,1887,FAMILLE,43
5879,1342,526,GARANT,80
5880,2077,2917,BUSINESS,54
5881,245,1286,FAMILLE,76
5882,2199,4467,BUSINESS,51
5883,2964,4919,BUSINESS,56
5884,2833,842,BUSINESS,5
5885,3069,4620,FAMILLE,9
5886,468,4299,BUSINESS,60
5887,4581,2168,BUSINESS,58
5888,2628,2810,BUSINESS,67
5889,588,700,FAMILLE,61
5890,4712,241,FAMILLE,67
5891,3501,2383,FAMILLE,22
5892,3676,1891,BUSINESS,45
5893,4491,4371,BUSINESS,51
5894,1213,646,GARANT,94
5895,802,4594,GARANT,92
5896,553,1436,GARANT,51
5897,4239,4450,FAMILLE,45
5898,1520,2242,FAMILLE,20
5899,351,1041,FAMILLE,70
5900,1353,2720,GARANT,94
5901,332,608,FAMILLE,47
5902,1440,1340,FAMILLE,54
5903,2420,2085,GARANT,6
5904,3737,4349,GARANT,89
5905,4767,3357,GARANT,69
5906,608,2778,FAMILLE,55
5907,2726,2953,FAMILLE,40
5908,3450,1643,FAMILLE,36
5909,1645,569,FAMILLE,66
5910,1630,3267,GARANT,92
5911,968,3046,FAMILLE,67
5912,1783,2462,BUSINESS,11
5913,4926,2568,FAMILLE,29
5914,4820,1514,FAMILLE,73
5915,2896,581,BUSINESS,60
5916,3482,1642,GARANT,97
5917,4835,4698,BUSINESS,79
5918,225,3275,GARANT,79
5919,1108,785,GARANT,78
5920,1839,2198,FAMILLE,56
5921,4041,248,FAMILLE,17
5922,4361,3602,FAMILLE,51
5923,3567,3561,GARANT,76
5924,1391,2144,GARANT,13
5925,157,2808,FAMILLE,38
5926,402,1675,BUSINESS,7
5927,4656,2626,FAMILLE,59
5928,2684,1289,GARANT,66
5929,1107,5000,GARANT,8
5930,1807,887,FAMILLE,19
5931,2483,4999,FAMILLE,67
5932,1142,1841,BUSINESS,29
5933,3755,4641,GARANT,91
5934,672,4679,GARANT,94
5935,3080,624,BUSINESS,58
5936,2773,2830,FAMILLE,75
5937,3627,2486,FAMILLE,67
5938,4812,3542,GARANT,84
5939,4233,2384,GARANT,46
5940,2419,3842,GARANT,14
5941,4314,2547,GARANT,87
5942,929,4084,FAMILLE,42
5943,2182,2978,BUSINESS,66
5944,2452,3334,FAMILLE,38
5945,74,175,GARANT,92
5946,4747,1581,BUSINESS,55
5947,2046,1023,GARANT,98
5948,3230,2279,GARANT,36
5949,2915,2343,GARANT,89
5950,4225,2869,GARANT,84
5951,2908,3671,FAMILLE,46
5952,1688,4205,GARANT,26
5953,2960,2230,FAMILLE,65
5954,1995,4784,GARANT,86
5955,1359,2903,BUSINESS,18
5956,2594,102,BUSINESS,13
5957,776,1655,FAMILLE,72
5958,3892,4469,GARANT,45
5959,3998,79,FAMILLE,8
5960,210,67,GARANT,94
5961,3036,407,GARANT,44
5962,450,843,BUSINESS,9
5963,2399,3059,FAMILLE,21
5964,1248,3430,GARANT,51
5965,4902,4757,GARANT,14
5966,4906,551,BUSINESS,14
5967,2135,3845,BUSINESS,16
5968,2131,1685,GARANT,46
5969,481,3788,GARANT,74
5970,4055,1888,FAMILLE,61
5971,79,383,BUSINESS,51
5972,1112,3957,BUSINESS,80
5973,1361,317,FAMILLE,24
5974,2208,353,BUSINESS,39
5975,3751,3326,FAMILLE,56
5976,3650,4643,GARANT,79
5977,4921,3126,FAMILLE,79
5978,394,2441,FAMILLE,27
5979,1951,3248,BUSINESS,16
5980,2104,4236,BUSINESS,37
5981,243,2876,FAMILLE,37
5982,1436,1152,BUSINESS,49
5983,915,4388,GARANT,92
5984,2419,1595,FAMILLE,12
5985,4072,306,GARANT,96
5986,3638,4294,GARANT,71
5987,3989,3854,FAMILLE,33
5988,4142,1103,FAMILLE,80
5989,2406,291,BUSINESS,73
5990,2911,1127,GARANT,20
5991,1173,665,FAMILLE,75
5992,3046,4110,BUSINESS,35
5993,3880,3140,BUSINESS,51
5994,4876,4874,FAMILLE,46
5995,3091,1498,BUSINESS,68
5996,3291,4648,BUSINESS,20
5997,2628,3774,FAMILLE,18
5998,1877,3475,BUSINESS,45
5999,160,4618,FAMILLE,54
6000,1867,3648,BUSINESS,77
6001,607,653,FAMILLE,12
6002,1781,2689,GARANT,26
6003,2755,893,FAMILLE,25
6004,3350,1850,BUSINESS,47
6005,4279,2499,FAMILLE,53
6006,2096,3884,FAMILLE,53
6007,4157,4277,BUSINESS,34
6008,3356,4591,GARANT,41
6009,4114,1621,FAMILLE,10
6010,828,1786,FAMILLE,59
6011,3129,4689,GARANT,29
6012,400,2569,GARANT,19
6013,4589,3293,FAMILLE,75
6014,1556,3532,FAMILLE,59
6015,4491,4455,GARANT,20
6016,1560,4246,BUSINESS,41
6017,1488,213,BUSINESS,61
6018,3560,1527,FAMILLE,29
6019,1295,715,GARANT,71
6020,1997,2876,GARANT,89
6021,1487,2547,FAMILLE,78
6022,1566,2151,FAMILLE,14
6023,2867,3728,GARANT,95
6024,313,1640,FAMILLE,47
6025,4271,2927,FAMILLE,30
6026,4358,2934,BUSINESS,66
6027,2741,4283,BUSINESS,73
6028,3673,4863,BUSINESS,37
6029,794,4783,FAMILLE,71
6030,4200,3686,FAMILLE,67
6031,268,625,BUSINESS,69
6032,1584,3305,GARANT,94
6033,1721,3491,GARANT,94
6034,1869,4448,GARANT,78
6035,2218,1482,BUSINESS,8
6036,4478,3841,GARANT,76
6037,4814,3971,BUSINESS,26
6038,52,2877,GARANT,89
6039,4226,1708,FAMILLE,21
6040,4755,468,BUSINESS,35
6041,2232,3849,GARANT,44
6042,2331,3055,BUSINESS,27
6043,616,4240,GARANT,81
6044,36,3755,GARANT,91
6045,4449,224,GARANT,19
6046,1359,4400,GARANT,90
6047,78,4117,GARANT,74
6048,1680,1519,BUSINESS,29
6049,2099,3621,FAMILLE,65
6050,3306,2522,FAMILLE,73
6051,697,37,FAMILLE,36
6052,4481,1658,BUSINESS,19
6053,522,3137,FAMILLE,46
6054,3035,2661,FAMILLE,25
6055,847,3518,BUSINESS,22
6056,3297,4150,FAMILLE,65
6057,4270,2814,BUSINESS,57
6058,3974,2504,FAMILLE,16
6059,489,4964,FAMILLE,14
6060,2890,3306,GARANT,96
6061,1289,3313,BUSINESS,43
6062,3247,3116,FAMILLE,59
6063,2398,1013,FAMILLE,10
6064,3153,2227,GARANT,81
6065,4580,2271,FAMILLE,20
6066,3529,1474,BUSINESS,27
6067,2003,3851,GARANT,46
6068,478,3614,BUSINESS,14
6069,493,3882,FAMILLE,58
6070,4044,997,BUSINESS,5
6071,2908,4650,GARANT,73
6072,2671,1310,BUSINESS,41
6073,3766,309,BUSINESS,47
6074,646,3676,FAMILLE,7
6075,2565,2468,FAMILLE,18
6076,284,1958,FAMILLE,22
6077,2919,2106,BUSINESS,42
6078,3887,4159,BUSINESS,64
6079,2013,3692,FAMILLE,79
6080,1589,152,GARANT,77
6081,2533,2608,GARANT,90
6082,4773,1490,GARANT,65
6083,1039,4827,GARANT,25
6084,4574,923,FAMILLE,28
6085,553,682,FAMILLE,34
6086,4508,2865,BUSINESS,38
6087,1116,4194,GARANT,92
6088,1428,4502,GARANT,86
6089,3739,1857,FAMILLE,24
6090,4405,2319,FAMILLE,71
6091,2088,2284,GARANT,84
6092,2434,4228,FAMILLE,73
6093,3839,2960,GARANT,84
6094,926,417,GARANT,51
6095,3023,2085,FAMILLE,54
6096,1319,1210,FAMILLE,10
6097,2231,1750,GARANT,75
6098,994,2143,BUSINESS,20
6099,4830,1989,GARANT,22
6100,1050,1469,FAMILLE,68
6101,1991,235,FAMILLE,34
6102,2434,3187,GARANT,81
6103,3049,846,FAMILLE,23
6104,4935,4832,GARANT,9
6105,2850,3481,GARANT,75
6106,3376,1264,GARANT,88
6107,321,4884,FAMILLE,60
6108,4374,2087,GARANT,69
6109,4272,1654,GARANT,76
6110,2958,2524,BUSINESS,70
6111,733,1708,FAMILLE,37
6112,4052,4807,GARANT,52
6113,3679,3171,FAMILLE,13
6114,4434,4611,BUSINESS,73
6115,549,2453,GARANT,20
6116,3174,1904,GARANT,90
6117,4815,2158,BUSINESS,24
6118,339,3512,BUSINESS,19
6119,3366,4406,BUSINESS,79
6120,4100,1366,FAMILLE,78
6121,948,3014,GARANT,93
6122,2190,4546,BUSINESS,19
6123,1457,2730,FAMILLE,71
6124,3927,3951,FAMILLE,61
6125,2436,501,FAMILLE,53
6126,190,4197,GARANT,42
6127,40,1884,FAMILLE,59
6128,3717,2160,BUSINESS,38
6129,1993,4883,GARANT,85
6130,4380,2430,GARANT,61
6131,2013,3593,BUSINESS,76
6132,237,846,FAMILLE,16
6133,4025,1206,FAMILLE,80
6134,2115,4487,GARANT,5
6135,4803,4361,FAMILLE,10
6136,2988,2078,BUSINESS,52
6137,3796,1091,FAMILLE,76
6138,4574,3449,FAMILLE,33
6139,1015,1299,GARANT,87
6140,2732,3556,FAMILLE,75
6141,1389,2019,GARANT,6
6142,336,3919,FAMILLE,46
6143,1475,2680,BUSINESS,58
6144,1298,2026,FAMILLE,62
6145,3975,696,GARANT,87
6146,4713,2646,GARANT,83
6147,4130,4683,GARANT,52
6148,2110,1678,FAMILLE,64
6149,4929,4467,FAMILLE,52
6150,4160,4864,GARANT,66
6151,2336,1445,GARANT,50
6152,1415,1027,FAMILLE,54
6153,2775,2434,FAMILLE,33
6154,3679,4060,FAMILLE,35
6155,222,1115,FAMILLE,41
6156,3081,3394,GARANT,61
6157,1020,2627,FAMILLE,15
6158,625,3009,FAMILLE,24
6159,248,4963,FAMILLE,54
6160,858,2495,GARANT,32
6161,963,1260,FAMILLE,60
6162,3518,4440,GARANT,54
6163,3422,811,FAMILLE,22
6164,1697,1001,FAMILLE,73
6165,4419,1607,FAMILLE,38
6166,960,1190,GARANT,89
6167,4976,3129,FAMILLE,52
6168,607,4830,FAMILLE,40
6169,292,1650,BUSINESS,25
6170,3792,4330,FAMILLE,80
6171,4357,578,FAMILLE,45
6172,1748,956,GARANT,95
6173,2251,3334,GARANT,99
6174,1575,3664,GARANT,91
6175,4883,1434,GARANT,60
6176,1102,2028,GARANT,11
6177,3987,1252,GARANT,38
6178,3288,4476,GARANT,52
6179,1571,3027,GARANT,79
6180,1819,684,BUSINESS,64
6181,1864,341,GARANT,85
6182,3935,2658,GARANT,58
6183,2013,2434,GARANT,29
6184,2998,3093,FAMILLE,15
6185,691,3082,GARANT,7
6186,1584,1146,GARANT,88
6187,3453,829,FAMILLE,71
6188,1545,808,GARANT,82
6189,4717,2670,BUSINESS,31
6190,1510,4682,FAMILLE,48
6191,3076,4525,GARANT,80
6192,3865,4006,FAMILLE,58
6193,4054,4624,GARANT,85
6194,2371,2570,FAMILLE,42
6195,236,1048,FAMILLE,46
6196,127,4188,FAMILLE,37
6197,2540,429,GARANT,73
6198,4461,2953,FAMILLE,35
6199,3076,75,GARANT,88
6200,591,1369,BUSINESS,34
6201,330,1153,BUSINESS,42
6202,3911,3079,GARANT,99
6203,736,2763,GARANT,90
6204,3429,4008,FAMILLE,71
6205,4992,1545,BUSINESS,58
6206,3636,3469,FAMILLE,52
6207,1875,2148,BUSINESS,48
6208,2846,1189,FAMILLE,24
6209,2333,3710,FAMILLE,48
6210,2255,199,GARANT,70
6211,116,2899,FAMILLE,13
6212,4310,4531,BUSINESS,22
6213,709,4281,GARANT,77
6214,3523,870,BUSINESS,66
6215,3532,3988,FAMILLE,74
6216,3638,1420,GARANT,36
6217,3311,720,GARANT,76
6218,2301,453,GARANT,25
6219,1337,442,FAMILLE,58
6220,2090,1728,GARANT,83
6221,715,635,BUSINESS,17
6222,2814,4264,GARANT,77
6223,2342,2195,BUSINESS,37
6224,1781,1655,FAMILLE,59
6225,3264,2740,GARANT,28
6226,4695,2681,GARANT,30
6227,2715,3148,FAMILLE,20
6228,1629,4115,FAMILLE,71
6229,1522,3196,FAMILLE,23
6230,1638,2439,FAMILLE,7
6231,1692,4179,BUSINESS,16
6232,2082,1733,FAMILLE,80
6233,612,2166,FAMILLE,9
6234,2902,4113,BUSINESS,65
6235,871,4775,GARANT,88
6236,643,3815,FAMILLE,73
6237,3104,1915,FAMILLE,14
6238,14,200,FAMILLE,64
6239,4943,1075,FAMILLE,52
6240,3409,549,FAMILLE,75
6241,3781,2240,FAMILLE,17
6242,4337,3506,GARANT,99
6243,4750,4296,FAMILLE,22
6244,1036,3198,BUSINESS,21
6245,4169,1839,BUSINESS,16
6246,3182,3345,GARANT,82
6247,3469,2815,GARANT,82
6248,212,4877,BUSINESS,15
6249,4701,3912,FAMILLE,71
6250,3613,3118,FAMILLE,24
6251,1675,3,GARANT,38
6252,2765,3489,FAMILLE,67
6253,3270,4330,FAMILLE,54
6254,985,2532,GARANT,8
6255,600,4468,GARANT,78
6256,1066,4486,FAMILLE,6
6257,2231,4171,BUSINESS,36
6258,2579,1050,FAMILLE,10
6259,3820,3508,BUSINESS,41
6260,4005,1137,GARANT,78
6261,747,4240,FAMILLE,19
6262,352,2917,FAMILLE,69
6263,3432,239,GARANT,77
6264,582,3981,FAMILLE,62
6265,139,2825,BUSINESS,51
6266,756,2561,FAMILLE,44
6267,2114,26,BUSINESS,58
6268,799,3166,FAMILLE,58
6269,1696,1599,BUSINESS,13
6270,1982,2495,FAMILLE,16
6271,622,4115,FAMILLE,47
6272,3832,1823,BUSINESS,33
6273,651,3638,GARANT,54
6274,3434,840,FAMILLE,16
6275,1452,691,GARANT,75
6276,1324,2217,GARANT,91
6277,2293,2686,GARANT,74
6278,804,1792,FAMILLE,17
6279,3823,2247,GARANT,38
6280,887,4470,FAMILLE,80
6281,4761,2817,GARANT,73
6282,2532,770,BUSINESS,57
6283,2905,4598,FAMILLE,39
6284,1443,1439,GARANT,73
6285,4010,4772,BUSINESS,59
6286,4927,664,BUSINESS,57
6287,109,3037,FAMILLE,19
6288,4629,1625,GARANT,80
6289,259,3989,BUSINESS,50
6290,4130,4976,GARANT,80
6291,2252,1711,GARANT,100
6292,1469,340,BUSINESS,23
6293,4316,1267,BUSINESS,36
6294,1498,879,FAMILLE,58
6295,2380,172,FAMILLE,57
6296,4350,3623,GARANT,74
6297,2418,1136,BUSINESS,55
6298,3353,1627,GARANT,44
6299,924,3309,GARANT,86
6300,2845,4304,FAMILLE,30
6301,3100,3373,GARANT,5
6302,309,629,GARANT,21
6303,1785,4241,GARANT,38
6304,4204,4001,FAMILLE,9
6305,1270,2657,GARANT,87
6306,2253,4901,BUSINESS,50
6307,3074,700,FAMILLE,22
6308,552,4801,BUSINESS,64
6309,3737,1701,BUSINESS,56
6310,4442,276,GARANT,59
6311,815,4001,FAMILLE,44
6312,2463,815,GARANT,96
6313,4330,4603,FAMILLE,28
6314,4221,53,FAMILLE,49
6315,1484,1819,BUSINESS,80
6316,1022,3933,FAMILLE,28
6317,2080,730,GARANT,61
6318,2293,76,FAMILLE,67
6319,1183,4339,GARANT,72
6320,2809,4422,GARANT,71
6321,1041,1257,BUSINESS,8
6322,2384,2575,FAMILLE,75
6323,4489,3778,BUSINESS,51
6324,2402,2463,BUSINESS,7
6325,2604,4224,BUSINESS,26
6326,955,2633,BUSINESS,66
6327,1881,2249,GARANT,89
6328,4624,2365,GARANT,99
6329,1783,2699,BUSINESS,25
6330,2923,1871,BUSINESS,19
6331,348,985,GARANT,86
6332,4860,2446,GARANT,54
6333,805,4367,GARANT,77
6334,605,963,GARANT,92
6335,1531,2246,FAMILLE,16
6336,1350,4054,GARANT,28
6337,921,1772,FAMILLE,44
6338,3283,4356,GARANT,96
6339,2570,3690,FAMILLE,77
6340,2217,2471,FAMILLE,45
6341,3064,4834,FAMILLE,66
6342,4497,4379,BUSINESS,69
6343,3704,140,GARANT,84
6344,1977,4681,FAMILLE,67
6345,2452,3172,FAMILLE,78
6346,794,2944,GARANT,88
6347,3995,34,FAMILLE,40
6348,1384,3720,BUSINESS,55
6349,858,2074,FAMILLE,36
6350,2579,3674,GARANT,61
6351,3790,3301,GARANT,23
6352,601,3923,BUSINESS,27
6353,3628,1562,GARANT,82
6354,866,1494,BUSINESS,26
6355,2519,3225,BUSINESS,32
6356,3866,2416,BUSINESS,61
6357,2934,851,FAMILLE,70
6358,4060,189,FAMILLE,40
6359,4173,2916,GARANT,53
